ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
rno04380,Osteoclast differentiation,10/506,121/9007,0.14199231145864633,0.31136885441288875,0.2199279410562492,100361294/24493/25446/25094/84477/25493/116554/308267/116590/25341,10
rno04929,GnRH secretion,6/506,64/9007,0.14885458961111284,0.3241018369546925,0.22892157864792265,24654/25031/25149/29716/24525/116590,6
rno04620,Toll-like receptor signaling pathway,8/506,93/9007,0.15086824809229596,0.32597126870555376,0.23024200704043912,298210/24498/363984/25493/116554/303200/308267/116590,8
rno01250,Biosynthesis of nucleotide sugars,4/506,37/9007,0.15183677988564884,0.32597126870555376,0.23024200704043912,360518/361245/25059/114860,4
rno04726,Serotonergic synapse,10/506,123/9007,0.15298797845098397,0.3261618707253617,0.23037663421712498,24654/266604/79218/25031/25549/29716/24525/25324/116590/54226,10
rno05164,Influenza A,13/506,169/9007,0.1548505624291084,0.32785601838438816,0.23157325488490985,100361294/298210/24493/25385/156435/24498/363984/25493/79434/116590/78963/24514/315352,13
rno04070,Phosphatidylinositol signaling system,8/506,94/9007,0.1573784171419396,0.32974933721350536,0.23291055534367255,24242/24244/50663/361632/312634/24654/25031/365382,8
rno04270,Vascular smooth muscle contraction,11/506,139/9007,0.15789300511526153,0.32974933721350536,0.23291055534367255,24242/24244/50663/24654/24323/289733/25031/117273/29716/116590/25537,11
rno05166,Human T-cell leukemia virus 1 infection,18/506,249/9007,0.1626465366427057,0.33294579337084385,0.23516829567767467,116667/64033/24498/25493/116554/25336/81647/361400/304063/24525/24888/362485/116590/24708/303604/50554/365297/315330,18
rno04960,Aldosterone-regulated sodium reabsorption,4/506,38/9007,0.1626770977381973,0.33294579337084385,0.23516829567767467,24954/291553/24525/116590,4
rno05216,Thyroid cancer,4/506,38/9007,0.1626770977381973,0.33294579337084385,0.23516829567767467,312451/24525/116590/84353,4
rno04666,Fc gamma R-mediated phagocytosis,8/506,95/9007,0.16401938045132328,0.33346986621560426,0.23553846199353495,361696/81732/84477/192270/29431/116590/79121/295378,8
rno05146,Amoebiasis,8/506,96/9007,0.17078798815351418,0.34494679186268984,0.2436449138478111,84352/24654/25325/24498/290905/25031/24611/306628,8
rno04623,Cytosolic DNA-sensing pathway,6/506,67/9007,0.17311592116600485,0.34736331894093786,0.24535176993599586,298210/100361574/306012/24498/363984/25493,6
rno03018,RNA degradation,7/506,82/9007,0.1765239675857264,0.34855712470748285,0.24619498607831805,360917/170842/295010/316098/29619/361736/315159,7
rno04744,Phototransduction,3/506,26/9007,0.17711697542139193,0.34855712470748285,0.24619498607831805,24242/24244/50663,3
rno05310,Asthma,3/506,26/9007,0.17711697542139193,0.34855712470748285,0.24619498607831805,116553/287287/25325,3
rno04060,Cytokine-cytokine receptor interaction,19/506,269/9007,0.1791730516260451,0.3503574958547506,0.2474666351657076,24684/116553/29263/287287/298210/24493/25385/310738/245921/25325/287673/24498/79558/301088/25235/304091/29152/81507/25341,19
rno00533,Glycosaminoglycan biosynthesis - keratan sulfate,2/506,14/9007,0.1839147442219402,0.35735333212744075,0.2524079767469665,316583/305571,2
rno04066,HIF-1 signaling pathway,9/506,114/9007,0.19050317349868937,0.3674628340787987,0.2595485815883166,361696/24954/24498/24323/117276/56718/25059/116590/25125,9
rno00650,Butanoate metabolism,3/506,27/9007,0.19151157476419478,0.3674628340787987,0.2595485815883166,171142/291133/79238,3
rno05144,Malaria,5/506,55/9007,0.1948644490804087,0.3704503746312276,0.2616587593829346,25325/24498/25192/362443/445442,5
rno05034,Alcoholism,13/506,177/9007,0.19548195664579437,0.3704503746312276,0.2616587593829346,24242/24244/50663/362981/24225/79218/24410/24604/81647/85384/25549/24525/116590,13
rno03022,Basal transcription factors,4/506,41/9007,0.19674717991743093,0.37056063947638834,0.261736642318313,83830/294018/353256/291773,4
rno05211,Renal cell carcinoma,6/506,70/9007,0.19887854867580237,0.37229094172848376,0.2629587999179415,85384/29431/24525/171337/116590/24628,6
rno04080,Neuroactive ligand-receptor interaction,26/506,390/9007,0.20660166123184406,0.38440430301924927,0.2715147828629019,24684/24413/25645/29237/24176/24831/260430/25569/24323/24416/24410/24604/140674/25505/24418/29358/25235/25324/24925/25248/60590/29628/29707/24414/29708/29335,26
rno04217,Necroptosis,12/506,164/9007,0.2110861239734424,0.39032864766303843,0.2756993019666926,100361294/298210/24493/25385/679906/116554/688466/114210/29153/683206/24514/25125,12
rno05206,MicroRNAs in cancer,20/506,293/9007,0.21232861289813493,0.39032864766303843,0.2756993019666926,303477/312299/314930/64033/306141/445442/315655/117273/85384/56718/24398/24525/24205/362485/116590/24628/297480/60430/25125/25406,20
rno04978,Mineral absorption,5/506,57/9007,0.21505843021491294,0.3929936790236802,0.27758168310947406,679906/58976/140447/84395/293874,5
rno00601,Glycosphingolipid biosynthesis - lacto and neolacto series,3/506,29/9007,0.2211058503230199,0.40165382277613676,0.2836985684618007,308586/305571/25280,3
rno00603,Glycosphingolipid biosynthesis - globo and isoglobo series,2/506,16/9007,0.22584712903997758,0.4032982542260657,0.2848600732747112,308586/25280,2
rno00562,Inositol phosphate metabolism,6/506,73/9007,0.2259521163742127,0.4032982542260657,0.2848600732747112,361632/312634/24654/25031/81708/365382,6
rno05218,Melanoma,6/506,73/9007,0.2259521163742127,0.4032982542260657,0.2848600732747112,25094/116499/24525/116590/24628/24708,6
rno04975,Fat digestion and absorption,4/506,44/9007,0.23275183046398462,0.4130335951008282,0.2917363983911216,289733/192270/313210/252900,4
rno04640,Hematopoietic cell lineage,7/506,90/9007,0.24116672293429647,0.42550680425763804,0.30054655126718133,287287/24493/360606/24498/691992/64030/25406,7
rno00524,"Neomycin, kanamycin and gentamicin biosynthesis",1/506,5/9007,0.2511056447307789,0.44051104532770924,0.3111444379821982,25059,1
rno05032,Morphine addiction,7/506,92/9007,0.25841067992656674,0.45075044737190906,0.3183767946463681,79218/140674/63885/59075/81742/29707/29708,7
rno00052,Galactose metabolism,3/506,32/9007,0.2669679369371076,0.46304608271012443,0.3270615225039795,24528/25059/114860,3
rno05414,Dilated cardiomyopathy,7/506,94/9007,0.27599746719511725,0.4760181035331517,0.3362239990667898,360606/29716/58942/140447/29693/25399/24925,7
rno03250,Viral life cycle - HIV-1,5/506,63/9007,0.2790070933339127,0.4785205455503419,0.33799153911664814,303132/315291/361825/313323/362466,5
rno04662,B cell receptor signaling pathway,6/506,79/9007,0.28321256981829446,0.48303477185675775,0.3411800548688226,25493/361400/85384/24525/116590/295378,6
rno00440,Phosphonate and phosphinate metabolism,1/506,6/9007,0.29320079511582886,0.4945749675854915,0.34933119603158325,286936,1
rno00470,D-Amino acid metabolism,1/506,6/9007,0.29320079511582886,0.4945749675854915,0.34933119603158325,24398,1
rno04120,Ubiquitin mediated proteolysis,10/506,145/9007,0.29747653371270977,0.49473529254335963,0.3494444377299232,361712/116667/300948/300772/291553/361585/294331/313445/363284/311567,10
rno04130,SNARE interactions in vesicular transport,3/506,34/9007,0.29813038801472813,0.49473529254335963,0.3494444377299232,81802/252853/64630,3
rno04215,Apoptosis - multiple species,3/506,34/9007,0.29813038801472813,0.49473529254335963,0.3494444377299232,116554/24888/78963,3
rno04979,Cholesterol metabolism,4/506,50/9007,0.308576895553993,0.5093177792208379,0.35974442831987863,266770/313210/58857/294930,4
rno04750,Inflammatory mediator regulation of TRP channels,8/506,115/9007,0.3185536429676575,0.5222296068365642,0.36886438885078765,24242/24244/50663/310738/24654/116554/25031/303200,8
rno04650,Natural killer cell mediated cytotoxicity,7/506,99/9007,0.32115672199338746,0.5222296068365642,0.36886438885078765,298210/25385/85384/29431/24525/116590/295378,7
rno00520,Amino sugar and nucleotide sugar metabolism,4/506,51/9007,0.3215029175638783,0.5222296068365642,0.36886438885078765,360518/361245/25059/114860,4
rno00051,Fructose and mannose metabolism,3/506,36/9007,0.3294779672839746,0.5323670313483169,0.3760247161246469,24638/117276/25059,3
rno00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",1/506,7/9007,0.33293420225630144,0.5343622137539809,0.3774339654836964,24813,1
rno04340,Hedgehog signaling pathway,4/506,52/9007,0.33446700610240476,0.5343622137539809,0.3774339654836964,64033/25273/102547219/683470,4
rno04810,Regulation of actin cytoskeleton,15/506,234/9007,0.33593455131764915,0.5343622137539809,0.3774339654836964,81732/360606/116499/315655/117273/85384/29431/24525/24205/116590/24628/25537/295378/308666/365355,15
rno05323,Rheumatoid arthritis,6/506,86/9007,0.353364173011698,0.5591896964669654,0.3949702639197492,24493/25697/24498/297797/300339/63835,6
rno05203,Viral carcinogenesis,14/506,221/9007,0.36018934681235,0.5670673306225202,0.40053444233923935,362981/83830/64033/25493/117535/361585/81647/117273/24525/362485/679028/116590/24708/25125,14
rno05320,Autoimmune thyroid disease,5/506,71/9007,0.36877641675528217,0.5761024514718954,0.40691618379293826,287287/298210/25385/25325/63835,5
rno04122,Sulfur relay system,1/506,8/9007,0.37043812377389185,0.5761024514718954,0.40691618379293826,292069,1
rno00600,Sphingolipid metabolism,4/506,55/9007,0.37343448808764557,0.5761024514718954,0.40691618379293826,499174/192270/313339/83626,4
rno02010,ABC transporters,4/506,55/9007,0.37343448808764557,0.5761024514718954,0.40691618379293826,63886/116721/313210/316231,4
rno00280,"Valine, leucine and isoleucine degradation",4/506,56/9007,0.3864003644677513,0.5931245594579981,0.4189393425281934,171142/79238/83784/81708,4
rno00513,Various types of N-glycan biosynthesis,3/506,40/9007,0.3918814754613894,0.5985453381425202,0.42276817986408066,367252/295319/313648,3
rno04742,Taste transduction,6/506,91/9007,0.40430601598347193,0.6144650836976528,0.4340127112693862,24654/25031/81742/29707/24414/29708,6
rno05134,Legionellosis,4/506,58/9007,0.41221609929033853,0.6177030166523172,0.43629974774687924,24498/25493/301434/78963,4
rno04977,Vitamin digestion and absorption,2/506,25/9007,0.41388967999595794,0.6177030166523172,0.43629974774687924,289175/302425,2
rno04971,Gastric acid secretion,5/506,75/9007,0.41407055154285277,0.6177030166523172,0.43629974774687924,24242/24244/50663/24654/25031,5
rno04914,Progesterone-mediated oocyte maturation,6/506,92/9007,0.4144847603595353,0.6177030166523172,0.43629974774687924,25154/360949/293056/116554/24525/116590,6
rno04110,Cell cycle,8/506,127/9007,0.4219748011618375,0.625827362109585,0.44203818479195783,116651/64033/361195/362485/24708/50554/315330/314949,8
rno00563,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,2/506,26/9007,0.43362073871050544,0.6360837120707277,0.4492825122117946,300046/363464,2
rno05100,Bacterial invasion of epithelial cells,5/506,77/9007,0.43655569046273957,0.6360837120707277,0.4492825122117946,81732/363542/83788/117273/84353,5
rno00514,Other types of O-glycan biosynthesis,3/506,43/9007,0.4377241393746206,0.6360837120707277,0.4492825122117946,79214/300173/500826,3
rno04672,Intestinal immune network for IgA production,3/506,43/9007,0.4377241393746206,0.6360837120707277,0.4492825122117946,287287/25325/24498,3
rno00920,Sulfur metabolism,1/506,10/9007,0.4392499900944439,0.6360837120707277,0.4492825122117946,292710,1
rno04721,Synaptic vesicle cycle,5/506,78/9007,0.447728479564088,0.6453175738318075,0.45580462955375395,81802/25716/297797/25549/79212,5
rno04725,Cholinergic synapse,7/506,113/9007,0.45132240860903916,0.6468268272123086,0.45687065457135456,24654/79218/25031/29716/24525/116590/24514,7
rno04950,Maturity onset diabetes of the young,2/506,27/9007,0.4529894718262095,0.6468268272123086,0.45687065457135456,294395/29577,2
rno05016,Huntington disease,18/506,307/9007,0.46071740276545115,0.6548159381897847,0.46251357197701226,100361574/192154/24654/24225/24410/303206/116554/311024/291773/25031/24418/685664/56718/29628/78963/24790/83516/312927,18
rno00130,Ubiquinone and other terpenoid-quinone biosynthesis,1/506,11/9007,0.4707871141371486,0.6660444425811273,0.47044455742058017,24813,1
rno04064,NF-kappa B signaling pathway,6/506,98/9007,0.47495064269897735,0.6688525105898443,0.47242796907768875,293625/25493/24888/308267/116549/683206,6
rno04213,Longevity regulating pathway - multiple species,4/506,64/9007,0.48788916207452815,0.6814526619954744,0.48132778457420783,361696/24954/56718/24525,4
rno00062,Fatty acid elongation,2/506,29/9007,0.49055712801628615,0.6814526619954744,0.48132778457420783,498728/361895,2
rno01523,Antifolate resistance,2/506,29/9007,0.49055712801628615,0.6814526619954744,0.48132778457420783,24498/116721,2
rno04061,Viral protein interaction with cytokine and cytokine receptor,5/506,85/9007,0.5239575239009366,0.7151478277569662,0.5051275587791361,25325/287673/24498/301088/304091,5
rno00020,Citrate cycle (TCA cycle),2/506,31/9007,0.5264606158732064,0.7151478277569662,0.5051275587791361,299201/361596,2
rno00410,beta-Alanine metabolism,2/506,31/9007,0.5264606158732064,0.7151478277569662,0.5051275587791361,171142/81708,2
rno00512,Mucin type O-glycan biosynthesis,2/506,31/9007,0.5264606158732064,0.7151478277569662,0.5051275587791361,79214/500826,2
rno00640,Propanoate metabolism,2/506,31/9007,0.5264606158732064,0.7151478277569662,0.5051275587791361,171142/81708,2
rno00510,N-Glycan biosynthesis,3/506,50/9007,0.5387525996147108,0.7258015618926084,0.5126525690035224,367252/295319/313648,3
rno04972,Pancreatic secretion,6/506,105/9007,0.5430063714083331,0.7258015618926084,0.5126525690035224,24654/289733/25031/117273/29693/171337,6
rno03020,RNA polymerase,2/506,32/9007,0.5437601278022799,0.7258015618926084,0.5126525690035224,100361574/306012,2
rno04136,Autophagy - other,2/506,32/9007,0.5437601278022799,0.7258015618926084,0.5126525690035224,303206/56718,2
rno04260,Cardiac muscle contraction,5/506,88/9007,0.55522445103795,0.7378956989984877,0.5211949734054122,29716/58942/140447/29693/25399,5
rno04514,Cell adhesion molecules,10/506,180/9007,0.5613702184665004,0.7428476597811018,0.5246926724323914,116647/117258/60391/641521/363058/116690/65132/63835/290467/81735,10
rno01040,Biosynthesis of unsaturated fatty acids,2/506,34/9007,0.5770201602428027,0.7579587548119432,0.5353660328862002,498728/361895,2
rno00604,Glycosphingolipid biosynthesis - ganglio series,1/506,15/9007,0.5801964409798263,0.7579587548119432,0.5353660328862002,25280,1
rno03266,Virion - Herpesvirus,1/506,15/9007,0.5801964409798263,0.7579587548119432,0.5353660328862002,25151,1
rno00240,Pyrimidine metabolism,3/506,54/9007,0.5916042809105131,0.7695869247437608,0.5435793125225946,58964/685679/362720,3
rno00450,Selenocompound metabolism,1/506,17/9007,0.6261161601417493,0.8110449838123082,0.5728622206937614,291314,1
rno00360,Phenylalanine metabolism,1/506,18/9007,0.6471601226521244,0.8274586236814182,0.5844556025317063,24813,1
rno01210,2-Oxocarboxylic acid metabolism,1/506,18/9007,0.6471601226521244,0.8274586236814182,0.5844556025317063,361596,1
rno04670,Leukocyte transendothelial migration,6/506,117/9007,0.6494374245957595,0.8274586236814182,0.5844556025317063,117273/171337/25537/65132/295378/84353,6
rno04961,Endocrine and other factor-regulated calcium reabsorption,3/506,59/9007,0.6519230119742627,0.8274586236814182,0.5844556025317063,24654/25031/140447,3
rno00260,"Glycine, serine and threonine metabolism",2/506,39/9007,0.6522638010778605,0.8274586236814182,0.5844556025317063,81660/83784,2
rno00220,Arginine biosynthesis,1/506,19/9007,0.6670218400776473,0.8421226208252567,0.5948131660895005,24398,1
rno01212,Fatty acid metabolism,3/506,61/9007,0.6741959947229382,0.8421226208252567,0.5948131660895005,171142/498728/361895,3
rno05332,Graft-versus-host disease,3/506,61/9007,0.6741959947229382,0.8421226208252567,0.5948131660895005,24493/25385/24498,3
rno03440,Homologous recombination,2/506,41/9007,0.6792338426933384,0.8421226208252567,0.5948131660895005,287634/316794,2
rno01232,Nucleotide metabolism,4/506,82/9007,0.6841169709989665,0.8421226208252567,0.5948131660895005,58964/685679/362720/25095,4
rno05330,Allograft rejection,3/506,62/9007,0.6849324262829704,0.8421226208252567,0.5948131660895005,287287/25385/25325,3
rno00100,Steroid biosynthesis,1/506,20/9007,0.6857676065352253,0.8421226208252567,0.5948131660895005,266770,1
rno00531,Glycosaminoglycan degradation,1/506,20/9007,0.6857676065352253,0.8421226208252567,0.5948131660895005,299825,1
rno01524,Platinum drug resistance,4/506,83/9007,0.6933078242185726,0.8479900479486128,0.598957482864441,25385/24888/116590/78963,4
rno00532,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,1/506,21/9007,0.703460005677673,0.8562126495757096,0.6047653208043756,293722,1
rno00561,Glycerolipid metabolism,3/506,64/9007,0.7056084701715131,0.8562126495757096,0.6047653208043756,29254/192270/252900,3
rno04911,Insulin secretion,4/506,85/9007,0.7111143136104674,0.8594964341669823,0.6070847434884222,24654/25031/81647/29716,4
rno04964,Proximal tubule bicarbonate reclamation,1/506,22/9007,0.7201581179775947,0.8670138910553786,0.6123945193122167,24398,1
rno00515,Mannose type O-glycan biosynthesis,1/506,23/9007,0.7359177164532025,0.8825263240278639,0.6233513552194067,293667,1
rno00592,alpha-Linolenic acid metabolism,1/506,24/9007,0.7507914514793245,0.8955233248197613,0.632531475785602,289733,1
rno00230,Purine metabolism,6/506,131/9007,0.7525896345390828,0.8955233248197613,0.632531475785602,58964/685679/362720/63885/81742/25095,6
rno05168,Herpes simplex virus 1 infection,19/506,386/9007,0.759514464099172,0.9002739014611808,0.6358869319424078,100361294/298210/25385/499068/293849/689890/60445/500304/24498/363984/494445/25493/365192/292884/56718/24888/308267/78963/24514,19
rno00900,Terpenoid backbone biosynthesis,1/506,25/9007,0.7648290252911315,0.9030865798629899,0.6378736000403767,25675,1
rno00270,Cysteine and methionine metabolism,2/506,50/9007,0.780060313172413,0.9140401379539344,0.6456103837425354,83784/24813,2
rno00380,Tryptophan metabolism,2/506,50/9007,0.780060313172413,0.9140401379539344,0.6456103837425354,171142/299201,2
rno04918,Thyroid hormone synthesis,3/506,73/9007,0.7859070755995905,0.9173896281713851,0.6479762160236767,24654/25031/81647,3
rno03460,Fanconi anemia pathway,2/506,51/9007,0.7893553992307613,0.9179246498630443,0.6483541157956013,29577/287634,2
rno04392,Hippo signaling pathway - multiple species,1/506,28/9007,0.8023809760426074,0.9295507911135111,0.6565659625214583,29431,1
rno04932,Non-alcoholic fatty liver disease,7/506,161/9007,0.8075652708191409,0.9320396170732189,0.6583238851948675,24493/25385/24954/24498/116554/312670/311567,7
rno05012,Parkinson disease,12/506,270/9007,0.8377043200643427,0.9632030946058172,0.6803354619879937,24242/24244/50663/363229/116554/311024/25549/294331/24888/24611/78963/29219,12
rno00500,Starch and sucrose metabolism,1/506,32/9007,0.8433074479963226,0.9646259111034373,0.6813404343813066,25059,1
rno04370,VEGF signaling pathway,2/506,58/9007,0.8452259611948685,0.9646259111034373,0.6813404343813066,24525/116590,2
rno05415,Diabetic cardiomyopathy,9/506,214/9007,0.8570075114520418,0.9744492815399142,0.688278937072595,84352/360518/24654/24954/116554/25031/56718/29693/24790,9
rno03040,Spliceosome,6/506,152/9007,0.8629996791333612,0.9759114911236191,0.6893117338298148,315903/689890/170933/494445/499691/366163,6
rno03030,DNA replication,1/506,35/9007,0.8683464101677005,0.9759114911236191,0.6893117338298148,301323,1
rno03320,PPAR signaling pathway,3/506,86/9007,0.8691522107337694,0.9759114911236191,0.6893117338298148,171142/300339/140914,3
rno04146,Peroxisome,3/506,87/9007,0.8741878177817434,0.9759114911236191,0.6893117338298148,171142/79238/361596,3
rno04610,Complement and coagulation cascades,3/506,87/9007,0.8741878177817434,0.9759114911236191,0.6893117338298148,25584/64023/25048,3
rno00760,Nicotinate and nicotinamide metabolism,1/506,37/9007,0.8827783552779531,0.9819309966316363,0.6935634675334031,303745,1
rno00350,Tyrosine metabolism,1/506,38/9007,0.8893908583135557,0.9846218660105429,0.6954640987422316,24813,1
rno00591,Linoleic acid metabolism,1/506,40/9007,0.9015198365950343,0.9846218660105429,0.6954640987422316,289733,1
rno04613,Neutrophil extracellular trap formation,7/506,185/9007,0.9018292928422991,0.9846218660105429,0.6954640987422316,362981/24654/25031/691992/56718/84360/116590,7
rno04976,Bile secretion,3/506,94/9007,0.9048710732454365,0.9846218660105429,0.6954640987422316,25675/29500/294930,3
rno04940,Type I diabetes mellitus,2/506,69/9007,0.9063282986373551,0.9846218660105429,0.6954640987422316,24493/25385,2
rno01200,Carbon metabolism,4/506,119/9007,0.9082527930920792,0.9846218660105429,0.6954640987422316,25059/299201/81708/361596,4
rno00983,Drug metabolism - other enzymes,3/506,96/9007,0.9123031814585254,0.9846218660105429,0.6954640987422316,58964/685679/362720,3
rno04216,Ferroptosis,1/506,42/9007,0.912321135991992,0.9846218660105429,0.6954640987422316,362434,1
rno00480,Glutathione metabolism,2/506,71/9007,0.9146718915422416,0.9846218660105429,0.6954640987422316,362720/361596,2
rno00860,Porphyrin metabolism,1/506,43/9007,0.9172698816906035,0.9846218660105429,0.6954640987422316,687861,1
rno04962,Vasopressin-regulated water reabsorption,1/506,44/9007,0.9219398325902637,0.9861865108195504,0.6965692481701607,79434,1
rno00071,Fatty acid degradation,1/506,49/9007,0.941626578733067,0.9959486548018666,0.7034645050203481,171142,1
rno00590,Arachidonic acid metabolism,2/506,81/9007,0.9468936278315849,0.9959486548018666,0.7034645050203481,266604/289733,2
rno05020,Prion disease,10/506,273/9007,0.9479846235770213,0.9959486548018666,0.7034645050203481,24493/24498/24410/116554/311024/81647/29716/116590/116549/78963,10
rno00330,Arginine and proline metabolism,1/506,51/9007,0.9480352184633553,0.9959486548018666,0.7034645050203481,81660,1
rno05171,Coronavirus disease - COVID-19,12/506,318/9007,0.9496917777350495,0.9959486548018666,0.7034645050203481,100361294/298210/64023/156435/24498/363984/25493/116554/300339/308267/116590/25125,12
rno04145,Phagosome,6/506,185/9007,0.9527162368114039,0.9959486548018666,0.7034645050203481,25697/314764/297797/445442/140914/24944,6
rno03008,Ribosome biogenesis in eukaryotes,2/506,85/9007,0.9562116108790717,0.9959486548018666,0.7034645050203481,116549/315352,2
rno00830,Retinol metabolism,2/506,87/9007,0.9602631981151548,0.9959486548018666,0.7034645050203481,314264/302425,2
rno04612,Antigen processing and presentation,2/506,87/9007,0.9602631981151548,0.9959486548018666,0.7034645050203481,25697/25336,2
rno04913,Ovarian steroidogenesis,1/506,58/9007,0.9654182900171853,0.9960777559136829,0.7035556925020355,24954,1
rno01240,Biosynthesis of cofactors,4/506,154/9007,0.9766952311897441,0.9960777559136829,0.7035556925020355,58964/685679/314264/687861,4
rno05150,Staphylococcus aureus infection,2/506,100/9007,0.9790514416305452,0.9960777559136829,0.7035556925020355,64023/25325,2
rno00970,Aminoacyl-tRNA biosynthesis,1/506,67/9007,0.9795241366744778,0.9960777559136829,0.7035556925020355,313429,1
rno00010,Glycolysis / Gluconeogenesis,1/506,68/9007,0.9806830613772421,0.9960777559136829,0.7035556925020355,25059,1
rno05014,Amyotrophic lateral sclerosis,12/506,370/9007,0.9888802939151551,0.9960777559136829,0.7035556925020355,24410/303206/311024/303200/685664/56718/292085/24888/311182/78963/312927/315352,12
rno01230,Biosynthesis of amino acids,1/506,78/9007,0.9892170236680344,0.9960777559136829,0.7035556925020355,361596,1
rno05322,Systemic lupus erythematosus,2/506,119/9007,0.9919746506012017,0.9960777559136829,0.7035556925020355,25325/24410,2
rno05208,Chemical carcinogenesis - reactive oxygen species,6/506,234/9007,0.9922525381969503,0.9960777559136829,0.7035556925020355,25493/116554/304883/85384/24525/116590,6
rno05416,Viral myocarditis,1/506,85/9007,0.992833202962824,0.9960777559136829,0.7035556925020355,304883,1
rno00190,Oxidative phosphorylation,1/506,141/9007,0.9997303284061553,0.9997303284061553,0.70613559969713,297797,1
