ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0070507,regulation of microtubule cytoskeleton organization,84/5901,163/18112,3.9118324979849983e-7,1.1773008216538414e-5,8.148945948698382e-6,360459/24650/79423/25595/83709/114514/29219/363062/361466/29489/29477/306934/307618/140581/361828/66026/304007/298584/117273/24205/83572/29457/305310/298848/81823/311546/54252/367153/685611/29431/60328/24473/64183/291597/25152/289400/313861/286993/29456/314814/404280/312937/54241/362466/287873/311429/361087/363140/291852/297995/308870/688405/363720/116554/260321/29274/364419/78975/361015/84510/362700/311860/282834/363823/171088/25592/116671/303181/29386/25404/363875/306809/25686/300860/361789/171434/114764/298399/102551660/363286/29264/314169/365024/311191,84
BP,GO:0014074,response to purine-containing compound,110/5901,227/18112,4.298396217834272e-7,1.287760430533895e-5,8.913516367508964e-6,287422/25446/114245/363026/83516/171347/50683/114700/171337/25369/63868/29560/60395/29542/25244/25471/79212/25505/24505/100361138/310533/25196/297893/114115/140583/50646/362624/25285/24482/361069/362817/192262/682930/24611/170915/312896/24499/312981/314322/25690/29237/140448/29209/83580/498328/64519/25679/25216/24950/59326/315294/50557/64033/25513/25639/298947/25041/29597/29637/24494/65156/54226/29354/25560/29527/24190/29680/24224/25240/81743/81718/300944/25262/29300/114244/114124/25620/25615/24516/78975/295347/24791/60371/444985/29344/65984/497840/25729/24842/85257/25664/100360880/499529/25553/25426/59266/25698/81678/25467/25735/89804/114613/29172/113995/306327/29659/689560/24888/24795/317646,110
BP,GO:0006469,negative regulation of protein kinase activity,103/5901,210/18112,4.78296209406076e-7,1.426448106875768e-5,9.873473548777965e-6,85272/499941/24708/83721/292887/25367/78969/24602/64204/29417/297682/360593/293649/114705/25369/313729/64468/362513/312781/300980/24855/360555/29644/681059/24185/299626/25112/81666/362778/291610/24205/301119/296072/500985/498003/63995/171136/84402/25521/114509/360584/309377/140448/117186/29645/24316/114906/316131/56029/690898/500616/50557/64152/59314/114851/295062/117063/287873/25744/81745/309757/24494/305454/64031/24471/25195/287931/170538/315447/113984/25675/25296/192126/301164/315858/50677/287005/305922/25725/312279/313633/311860/81751/683722/25664/689710/306141/314979/24592/116457/314843/501841/498008/308909/25404/246273/84583/24697/497918/246297/24699/171125/292912,103
BP,GO:1903305,regulation of regulated secretory pathway,96/5901,193/18112,5.143070625807791e-7,1.5269359682296915e-5,1.0569022329184906e-5,65153/64440/83721/80977/289733/24602/81531/83709/116470/81820/171337/83730/25075/296083/81803/25369/360725/81022/171131/295217/25505/24451/25159/60568/364403/81721/140908/308589/25590/114115/116508/114850/25101/287537/25316/306285/360797/25731/25398/25531/54239/24473/24316/502585/58942/24242/24244/50663/25248/60564/60590/315348/315840/297607/83589/298771/24948/29392/29597/114593/81745/29693/257648/266976/65025/83834/65198/362876/81672/24805/56827/25496/295347/301737/60565/266806/299156/65171/65032/191595/29316/25716/116600/25328/314622/24417/192177/24681/29716/84477/688705/294520/24888/116691/140665/25047,96
BP,GO:0001967,suckling behavior,15/5901,16/18112,5.436603600113302e-7,1.6068454855760884e-5,1.1122133586448453e-5,362166/498633/24410/64312/24398/305581/25342/24408/295252/54226/64637/100910823/306096/114503/313173,15
BP,GO:0021795,cerebral cortex cell migration,35/5901,53/18112,6.053683311116047e-7,1.7812422635520475e-5,1.2329259149613227e-5,360272/360459/317268/309659/366669/363062/29588/312781/361103/84394/140908/117273/83572/260326/287659/311901/300948/266729/84353/140588/305581/307940/24370/24718/301295/24329/192126/360773/58946/312703/116671/363875/315135/308309/170845,35
BP,GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,113/5901,236/18112,6.46725996514066e-7,1.8944760191218707e-5,1.3113031433412688e-5,171158/25051/25289/81636/102552838/25689/50577/170704/25075/25369/29335/50686/293860/80840/25643/24414/365228/170641/310533/689257/59075/171104/65096/25229/25638/56820/363143/81666/260326/29256/450235/24611/313725/309945/25524/289720/24473/24247/24174/24316/84420/25029/24419/29733/25248/60590/24166/364382/24626/50664/303634/24952/291854/81657/292661/25740/114215/24476/54226/25195/299802/25645/25601/25026/252857/58965/24326/81672/24416/81743/171447/63885/309242/84023/24415/293024/170673/116506/171026/293614/24695/317608/24167/65032/25339/307645/81662/29316/313210/24418/308376/298521/79247/117257/116744/84583/301309/25686/25324/302813/64124/24417/85268/24613/29290/24953/24925/29716/289180/306792/365901/25238/291713,113
BP,GO:0051963,regulation of synapse assembly,66/5901,122/18112,7.162088720430532e-7,2.080529843197566e-5,1.4400843798829746e-5,353230/294380/171393/64353/309659/688721/313156/29219/306147/299236/117523/192183/297514/266777/287989/29755/287986/65047/170641/25466/25012/65096/171287/685472/64622/114850/362235/54239/60391/117096/25529/498922/79121/309349/81732/25513/499497/25342/24408/366205/24338/500280/499668/54226/81514/302473/114634/25614/299138/24225/291388/171447/58868/84685/313633/317181/114523/25592/290467/303181/306183/25054/301309/310630/306790/432361,66
BP,GO:0003231,cardiac ventricle development,77/5901,148/18112,7.197099138962905e-7,2.080529843197566e-5,1.4400843798829746e-5,362736/360272/79428/313575/314393/85471/363071/25751/308913/29560/50686/83476/362051/312781/497991/64444/308766/289229/311098/171356/679028/25690/313564/299979/308961/361769/64512/155430/25639/499497/296787/81507/295929/25271/314930/59112/79558/24326/307740/81743/25495/25296/58868/367100/64637/81516/25496/84046/498819/25654/353305/314850/58946/83518/50563/170899/689710/311332/50554/686412/114503/304514/25587/364706/29216/59107/298652/29577/299116/246297/24585/680537/140590/155437/689560/29146/24837,77
BP,GO:0046328,regulation of JNK cascade,77/5901,148/18112,7.197099138962905e-7,2.080529843197566e-5,1.4400843798829746e-5,287422/362788/311786/24602/116667/309168/114110/363062/315196/29417/297682/29434/308463/81722/291912/24654/301363/311437/24185/303259/299626/66026/25112/501097/246174/83572/114553/50646/191568/500318/498003/114850/500133/63995/294557/315833/84402/245903/63879/309377/304530/170582/362520/296872/315907/362197/25528/24493/312927/286993/312937/297604/24338/298006/363855/59265/24494/680127/64031/54226/192256/500666/24329/79128/362238/192126/63849/362325/54299/306417/116457/365581/311567/291259/290300/362740/500430,77
BP,GO:0007219,Notch signaling pathway,89/5901,177/18112,7.26413289480547e-7,2.090737987321522e-5,1.4471501708153025e-5,309434/85272/362930/499745/64186/313575/117107/25640/362196/81707/114483/311551/304591/291912/499211/25159/246334/79225/29287/308766/361103/81526/83805/25493/306324/25205/171356/679028/301039/25125/303836/171571/25554/293774/296293/170905/116490/60351/687424/29650/314352/301289/502935/155430/24959/296201/24881/316232/300095/361945/25099/288152/54226/114634/24401/117258/117277/64030/114839/363212/25496/58946/25470/100912292/81751/309459/500847/311952/29492/311332/315119/94188/364706/365872/494345/288821/29577/100910104/84010/499593/497979/292949/306792/303101/155437/29146/366001/311637/360491,89
BP,GO:0031032,actomyosin structure organization,102/5901,209/18112,7.307677711675768e-7,2.094126252071956e-5,1.4494954326042462e-5,360570/65172/116479/81531/64204/114514/360593/25267/501099/29275/498440/686019/361921/117279/300754/100363276/303021/287543/306844/140898/56718/117273/83805/309557/50646/29276/25537/85420/24771/60324/287418/308516/170915/685611/29431/360820/29209/309760/306941/29733/293497/304193/24629/59326/114636/296935/59317/25513/257646/499497/309957/297480/316330/311362/25744/84426/305675/295929/287876/305332/293645/287931/298139/29155/288587/299138/300838/293693/361617/65204/84023/60445/293024/25725/84685/289992/312279/301709/24511/311860/282843/24807/29317/50554/680259/501083/116744/494343/54321/363875/58814/500464/64303/25566/100910104/308572/58834/679906/298141/361167/24837/117183,102
BP,GO:0051098,regulation of binding,178/5901,404/18112,7.34172777386469e-7,2.094776093400094e-5,1.4499452345376879e-5,362912/689593/24708/24650/83721/25595/363026/311622/85471/29417/117107/367956/29227/80846/306934/81722/81822/287155/295217/246254/287986/64665/171522/362249/399489/313155/24451/310533/29702/171104/683667/364403/24185/64444/362831/64312/501097/140908/292889/363219/83805/24914/367838/298848/64622/361367/24482/361060/311144/303905/171136/499417/363067/362115/170915/315731/362489/500532/313564/60328/306764/170905/84509/84580/84353/24242/24244/50663/498145/25483/59326/368042/60584/81732/155430/679869/83837/307940/303250/85489/312937/25639/24948/114851/25700/81710/29700/309757/117282/171355/304859/116546/29693/24952/362317/25261/316539/79245/24705/171160/54226/690038/266759/298296/59112/500666/116554/310960/58965/313757/25509/24225/304883/78973/298696/79128/498840/25495/25296/301164/63849/64637/63840/24516/84046/503000/24628/301709/311860/113927/114300/81751/83722/25664/312652/25325/315119/291100/337868/308739/25592/301173/50554/24170/363328/114503/303181/305968/25587/312275/364706/289257/29386/171438/89807/25404/289264/246273/29577/246297/114764/171444/100910104/291906/81717/24171/360406/81917/290794/293294/64709/25313/155437/25273/25591/310644/308415/116565,178
BP,GO:0048640,negative regulation of developmental growth,70/5901,132/18112,9.031052486219196e-7,2.5546638170244946e-5,1.7682666128427376e-5,360272/361764/24392/25595/311622/311384/29417/301346/498440/50686/65047/25703/303901/29409/140908/24205/171287/290562/29480/296789/63995/84609/303206/691317/361324/29431/25529/24882/89843/50557/29751/81732/679869/681740/686117/297480/114851/296787/293042/305589/25645/25614/364952/25495/25296/690853/300231/29152/170899/114523/308739/25553/116671/304514/303181/363142/29386/288663/84583/299116/140585/310641/291414/361244/310630/24377/309280/306790/24925/360914,70
BP,GO:0060996,dendritic spine development,70/5901,132/18112,9.031052486219196e-7,2.5546638170244946e-5,1.7682666128427376e-5,83721/64353/303599/83709/317235/289820/296374/287989/313558/316369/303222/24855/140908/56718/83572/280670/114850/29491/117542/286928/29431/361585/117096/25529/56029/50557/79121/29650/59312/81732/307940/24948/499497/24413/299818/84009/171574/302863/304297/246217/117282/24338/25400/316539/24718/54323/362173/362876/307348/24596/171373/282546/84685/170673/313633/309459/26955/83722/116562/171116/116671/29386/116744/363875/29495/24245/292756/83527/113976/314961,70
BP,GO:0032386,regulation of intracellular transport,165/5901,371/18112,9.152160754926906e-7,2.5778586126377454e-5,1.784321399543554e-5,25183/192254/289733/25595/362461/296655/364386/316013/25479/50558/287276/25297/29489/29477/24803/294331/50686/501454/293860/64468/362171/308384/298859/25471/361921/116666/303351/303222/29753/117268/29644/171104/58935/689588/25229/66026/296091/140908/81649/64457/83805/116590/289754/117538/367242/315655/296179/64194/361069/85420/81823/303016/307393/304555/81521/170915/312981/29431/306071/362164/117558/114906/84509/303700/25622/365797/296750/361705/303745/79434/300514/59326/140588/64152/317673/291981/81732/29456/25513/679869/684097/360921/360953/26295/290280/288077/313308/303135/60382/304859/361842/58936/300095/25608/297376/361917/361512/25502/308870/362891/81740/298296/170538/29527/361315/361094/116554/79128/25296/114124/297504/301563/362325/301511/499157/25625/315732/171026/361833/308797/315141/100910823/282834/315000/363127/497916/24592/363478/311193/25281/116671/299331/24666/29386/313587/65261/494345/89807/25328/300857/25550/170851/294400/296279/24697/310641/25735/89804/116699/25621/89868/293722/299799/25420/54350/170845/25050/65144/307395/25273/361167/308717/314787/24837/315215,165
BP,GO:0048663,neuron fate commitment,45/5901,75/18112,9.480152014981737e-7,2.6588800821593456e-5,1.8404021873653234e-5,314423/64186/293012/501145/29588/25159/64444/303991/246271/116668/679028/311901/266813/680427/114502/361769/305719/140588/502935/50662/497881/313713/293976/24881/24370/500409/25099/114634/25509/25296/25496/307579/288457/304103/311332/50554/114503/25587/292934/366214/170671/84010/499593/304729/315338,45
BP,GO:1904062,regulation of cation transmembrane transport,171/5901,387/18112,9.66855761000393e-7,2.7002314918447415e-5,1.869024472870519e-5,29424/315611/367302/24602/296655/83516/65023/29219/260323/25751/24412/25297/100361134/497926/25650/24803/84351/29335/25177/81722/293860/25471/686019/116477/29738/58971/25505/288995/63883/29753/117028/54348/171104/683667/24185/303259/307206/66026/116465/140908/56820/361632/192129/308589/117087/25590/63847/291209/24214/298091/50646/287532/362624/25327/29256/29480/303803/25316/287715/25398/361618/312981/25690/140726/311171/366232/60391/25399/117096/29209/192249/117023/259243/24316/58942/498328/498174/24242/24244/50663/361705/29272/363159/58976/59326/81648/50557/64152/363674/59312/24782/681024/317420/85489/25639/24948/499497/298947/362895/306811/245956/24408/361110/24626/81745/307916/116509/681190/24718/54323/207113/288740/24476/54226/58950/29712/307757/25560/298296/25601/29155/29737/117018/25576/24326/24335/296395/25296/89808/25017/116506/313633/24511/361833/308797/311860/83518/81751/29658/316395/282819/25592/116600/691246/60460/25252/25404/246153/89786/316064/84583/690252/296345/290533/191572/314622/29495/25738/366274/24377/298878/113995/306327/24925/29716/65144/29221/362524/689560/360645/24521,171
BP,GO:0003279,cardiac septum development,69/5901,130/18112,1.032699496616357e-6,2.871950372235616e-5,1.9878834636177176e-5,362736/85272/360272/79428/313575/314393/85471/363071/298836/25751/308913/83476/362051/312781/64444/24706/289229/315139/311098/679028/116548/308961/361769/25483/64512/155430/296787/81507/24705/314930/59112/79558/307740/81743/25495/25296/29300/58868/367100/81516/25496/84046/353305/314850/58946/29633/83518/24842/50563/689710/29492/312652/361886/50554/686412/304514/25587/29216/59107/360737/29577/299116/287612/680537/140590/303101/155437/25273/29146,69
BP,GO:0072006,nephron development,84/5901,166/18112,1.0516716733218885e-6,2.912423528934692e-5,2.0158978470486796e-5,85272/315546/24650/50672/311182/306657/313575/25236/85471/315196/25267/25640/117092/84469/311163/117279/311553/94203/79225/155012/289229/89805/171356/113970/25317/287715/24499/116466/25690/311508/362918/306664/84353/498328/85497/24629/140588/60584/502935/116557/25473/499497/363265/301285/295062/24716/84426/24881/286994/360606/114634/299138/24224/24326/307740/25240/25406/25495/25296/50677/25496/498819/503000/305012/24628/286758/29492/50554/364706/494343/25252/89807/366542/29577/89804/305081/298878/84010/304947/311642/25494/155437/25273/29146,84
BP,GO:0051146,striated muscle cell differentiation,149/5901,330/18112,1.056590309704199e-6,2.9138019796068516e-5,2.0168519719260067e-5,29602/24483/24708/64353/24602/64204/304581/25267/100360552/29204/501099/306934/29275/498440/81707/50686/293165/686019/64665/117279/24936/29148/297333/24660/24185/64444/64202/24706/308766/81526/56718/81649/289754/114115/361065/29276/362624/679028/29480/25285/24482/317413/641520/682930/312495/361618/170915/29431/363630/313564/29209/309760/84580/314848/24525/24629/25216/366360/89843/315294/311658/296935/81735/497078/24782/155430/304135/24404/289144/680115/499497/309957/297480/25546/24413/361527/316330/361400/362895/81710/81507/300474/306600/309757/305675/295929/287876/679712/312299/24881/25271/24705/363425/361512/171160/25714/29155/114634/79558/299138/313757/300838/24224/24225/308468/298696/25296/365298/59329/63839/29300/60445/293024/25725/25496/353305/314850/299284/24511/311055/64026/117041/337868/29317/50554/304514/303181/29154/83501/360737/84583/301309/58814/246297/25566/291414/100910104/25621/24377/25334/84010/360718/24925/25107/303101/140926/25273/316573/24837,149
BP,GO:0043254,regulation of protein-containing complex assembly,189/5901,435/18112,1.0647888537769965e-6,2.9241763896850767e-5,2.024032847486624e-5,360272/315121/364206/311786/25595/81531/116667/83709/25479/114514/29219/116470/59319/171337/361466/287276/297518/29477/303342/288669/116502/316369/54227/81022/314013/307618/287155/691418/287986/362051/300754/308864/497198/117028/64444/298584/310695/300519/292889/140898/56718/117273/83805/24205/50646/305310/363519/315655/64226/296179/298848/297758/316521/691149/85265/369016/83531/362650/361651/81521/170915/117542/25531/29431/25690/306071/81504/116548/690575/361517/365396/306941/304282/64183/65178/309179/25622/296710/499360/315294/317673/360854/79121/296935/315348/499903/117152/300339/100912563/24944/289400/287464/81732/25651/29456/314814/100362606/307482/64830/288077/303135/361087/116546/689914/100362347/298006/116643/680127/79245/311647/679934/303653/308870/315509/170538/310131/500666/116554/300838/25298/360850/117277/260321/64547/192126/84023/367100/29274/301511/84685/311676/499157/503000/289992/301737/60371/361555/246142/84510/361256/312703/301709/311860/81751/24842/312915/313210/171088/24170/363328/299909/299331/24666/289257/29386/65261/25252/80722/25404/25676/29577/363875/58814/304816/300860/79253/361789/114764/64303/25566/24854/24613/298399/24171/363286/81917/83527/313838/29324/25420/314169/361167/364031/25591/292912/498497/311191/317646/314961,189
BP,GO:0016311,dephosphorylation,181/5901,414/18112,1.099313442000464e-6,3.006462612541518e-5,2.0809890620790614e-5,84686/362930/680616/687403/29424/85237/364206/117536/314388/59319/310155/287115/54705/315648/297682/360593/362102/300443/170917/302890/303342/360993/85260/84351/305482/307618/24667/171357/300980/294456/298062/689995/29753/29644/116680/689588/287447/295401/83805/287644/311530/116504/689613/29748/312634/25537/360616/64473/65030/246255/498003/310760/294930/113970/63995/24675/305477/117281/25690/365396/25529/29645/56011/60587/309179/25622/24242/24244/50663/361351/310806/498145/117256/117104/363193/24629/114767/307169/117255/50557/64152/315348/502935/287585/303565/25639/192280/499497/192270/364298/362665/29135/24162/24668/117063/363129/313409/310812/293410/297332/65271/316157/59265/681012/314897/60334/58950/81536/309144/287931/171121/691307/170538/313027/65179/24224/313131/29616/298696/117276/362238/680466/498949/291914/363122/60445/114124/287368/50677/60336/81763/25634/54232/304799/297486/360514/24640/171366/114089/171088/64513/259229/361195/313977/266611/314843/24666/312381/308909/25586/58813/299694/299147/363249/365382/301711/24697/294207/288762/317576/291414/246311/294508/116699/24699/360406/361679/58834/309014/309855/29290/306790/116482/259226/171125/361726/361167/362524/498267/293847/300253,181
BP,GO:1905475,regulation of protein localization to membrane,101/5901,208/18112,1.111100912367054e-6,3.026143022070766e-5,2.094611289342676e-5,362736/84686/25183/192254/85428/362461/296655/25236/114514/260323/685244/83730/25297/497926/114507/81803/364033/296374/81707/81822/303476/25471/316516/24414/303222/171104/24185/140908/56820/116549/313860/308068/687105/316521/361069/113970/81823/29431/89816/171571/60391/117096/56725/362156/29272/64152/317673/171517/79121/363674/29650/59312/81732/25513/317420/54241/26295/84009/362895/84006/170928/290537/81745/25400/293645/360606/252857/498297/170699/24329/79128/246296/301563/25017/301511/295347/171026/171140/313633/24511/361833/308797/315141/310392/497916/59074/366492/266611/116671/303181/65261/83501/25252/25550/170851/29495/246772/25621/24245/65144/24888,101
BP,GO:0030522,intracellular receptor signaling pathway,120/5901,256/18112,1.1777451060475515e-6,3.194451849366013e-5,2.211109937019748e-5,287422/54278/303350/246047/25242/25682/363026/259241/299210/313575/301513/114700/84584/117107/296083/170917/100362634/305999/294503/291912/24831/117560/29681/311553/65035/497991/246334/300807/362125/171104/64444/64202/24706/361103/117273/83805/309157/25493/297893/293150/252917/24482/65210/29657/84402/312495/25125/170915/690005/29431/140639/289399/25690/25554/25149/246280/361585/315713/266604/303214/365797/60351/316742/60447/298874/85489/297480/361151/24413/114520/287765/362609/309757/58853/25154/171355/312299/25271/685072/25608/24705/154985/313929/293701/289521/65179/25576/24225/113984/252832/79128/260321/100361376/25620/360801/315599/54299/81808/25664/245980/312440/292820/683626/25344/291841/309288/25054/360737/25735/81717/58850/282845/140868/140926/360668/29511/25591/116676/83724/83826,120
BP,GO:0007617,mating behavior,34/5901,52/18112,1.2411242612845496e-6,3.352561477920683e-5,2.3205489855078676e-5,84686/50672/25505/24831/64312/360616/685325/24316/63889/25248/295327/50557/81632/25342/171574/29597/24408/295252/25154/24165/64679/54226/25195/313929/25085/29680/24326/308562/29263/24807/25553/313352/25107/83724,34
BP,GO:0032872,regulation of stress-activated MAPK cascade,100/5901,206/18112,1.2737655691493604e-6,3.426689333168749e-5,2.3718582069573912e-5,287422/362788/311786/24602/116667/309168/114110/363062/315196/29417/297682/29434/308463/301346/29335/81722/291912/24654/301363/311437/54348/24185/303259/299626/66026/361313/25112/501097/246174/116590/83572/114553/50646/191568/500318/498003/114850/500133/63995/294557/315833/54252/84402/245903/289399/63879/309377/365037/304530/170582/362520/296872/315907/362197/25528/24493/312927/286993/312937/297604/303604/24338/298006/363855/59265/24494/25608/680127/64031/54226/192256/312199/500666/25675/24329/79128/25296/362238/192126/63849/64637/362325/54299/306417/116457/365581/311567/303554/289635/313587/494345/25252/170851/291259/497811/66028/290300/362740/500430/288444,100
BP,GO:0030902,hindbrain development,106/5901,221/18112,1.2794963809417441e-6,3.428114084059771e-5,2.372844379547077e-5,85272/310820/25646/79216/83516/64186/363062/64619/301346/25640/64558/29227/308473/289201/293860/25471/312781/25159/300807/81524/308453/140908/290986/24214/300674/287659/291709/25327/24954/24482/114850/300948/266729/25398/171044/29431/25524/85435/303491/315609/60391/25149/680427/25529/84353/25622/498922/304554/295327/81632/245921/192247/57301/297357/24408/117282/24338/312299/24881/54276/25099/81517/313929/29680/24224/25509/117258/304883/114500/114090/25495/246274/83526/313633/54264/116665/24511/26956/311860/24264/24842/54299/307724/315771/24922/25553/114503/116671/94188/364706/29386/81647/289392/116744/288663/170851/29577/25671/290426/58834/84010/304729/25313/25273/116676/83724,106
BP,GO:0060292,long-term synaptic depression,27/5901,38/18112,1.3314749466300617e-6,3.552935778639165e-5,2.4592424541635148e-5,84591/685244/29477/501099/81722/50646/50592/29254/84550/24611/171093/305795/24316/498922/50557/59312/24948/305438/25668/54323/54226/25195/84685/83722/29290/688705/24888,27
BP,GO:0033144,negative regulation of intracellular steroid hormone receptor signaling pathway,28/5901,40/18112,1.3727572319342805e-6,3.648323756322114e-5,2.5252673358247756e-5,287422/313575/301513/117107/296083/170917/294503/246334/64444/64202/117273/297893/24482/29657/84402/25149/60447/297480/114520/309757/79128/100361376/360801/54299/683626/25344/291841/58850,28
BP,GO:0007193,adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway,46/5901,78/18112,1.4318741570435635e-6,3.7883306141265566e-5,2.6221761543451586e-5,25289/25689/170704/25075/29335/293860/25643/24414/365228/25229/363143/29256/25524/289720/24473/24247/24419/29733/60590/364382/81657/25740/114215/54226/25601/24326/81672/24416/81743/24415/170673/171026/293614/25339/24418/298521/79247/117257/116744/84583/25324/24417/85268/24613/29290/306792,46
BP,GO:0007623,circadian rhythm,124/5901,267/18112,1.4369331717973586e-6,3.7883306141265566e-5,2.6221761543451586e-5,287422/25289/64470/25446/83516/171347/259241/315606/50683/307829/25640/297417/80846/170917/314330/25369/84469/293451/81822/294318/25468/78974/192206/117560/316351/361700/313591/300807/300950/25229/25272/56718/306007/297893/306129/25523/252917/25537/29256/24482/29657/363067/313725/170915/54239/25690/24518/297508/60391/300954/361585/315713/24316/64462/25605/24950/29180/474154/50557/60447/319110/192649/24413/26295/192223/24668/364382/287765/309757/192155/304859/312299/24165/25261/59265/25608/81656/363676/286994/25085/306011/116554/24225/24329/24596/260320/24311/59329/290447/25368/84023/498941/63840/25620/24516/78975/78962/252855/65032/24842/29468/54299/25664/245980/365564/317675/24922/316259/25553/309288/291023/25587/25054/117257/25698/679875/25735/60446/313782/24681/29290/24925/497196/83724,124
BP,GO:0070302,regulation of stress-activated protein kinase signaling cascade,101/5901,209/18112,1.466782831451787e-6,3.851619777728577e-5,2.665983137560094e-5,287422/362788/311786/24602/116667/309168/114110/363062/315196/29417/297682/29434/308463/301346/29335/81722/291912/24654/301363/311437/54348/24185/303259/299626/66026/361313/25112/501097/246174/116590/83572/114553/50646/191568/500318/498003/114850/500133/63995/294557/315833/54252/84402/245903/289399/63879/309377/365037/313564/304530/170582/362520/296872/315907/362197/25528/24493/312927/286993/312937/297604/303604/24338/298006/363855/59265/24494/25608/680127/64031/54226/192256/312199/500666/25675/24329/79128/25296/362238/192126/63849/64637/362325/54299/306417/116457/365581/311567/303554/289635/313587/494345/25252/170851/291259/497811/66028/290300/362740/500430/288444,101
BP,GO:0035176,social behavior,39/5901,63/18112,1.6489163517681245e-6,4.3127014581363924e-05,2.985130939249395e-5,266734/29424/83721/65027/116595/300754/24855/25049/116728/56718/116508/25699/54239/171093/60391/117096/24316/140610/50557/59312/24948/25342/84009/245986/24408/24379/24494/24718/81740/25085/171101/308435/24922/25553/309243/29386/360737/29495/25107,39
BP,GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,100/5901,207/18112,1.6810937688404262e-6,4.3794818302083986e-5,3.0313544390074502e-5,24483/170819/308703/64022/171040/25408/25267/289747/311163/291912/100361138/25696/79225/58935/64444/66026/29348/56718/83805/293546/297893/114553/192204/50646/307403/64226/25205/296409/365948/64622/24482/303905/24499/315609/114111/29645/56029/25622/60584/79249/29201/192270/288077/316539/25608/79245/171369/363425/24718/29402/207113/60427/54226/310131/79558/25298/292130/117258/25406/81737/24335/84023/64030/315346/81651/25625/24628/25433/24511/311860/84050/365410/24842/309459/679566/116562/24418/100910984/25592/89811/303181/155140/89807/84405/25676/29577/24697/29495/24699/498910/303882/25621/303903/29290/291044/306790/288444/25313/364031/25047,100
BP,GO:0032835,glomerulus development,44/5901,74/18112,1.7685755332347634e-6,4.589244621870207e-5,3.1765463576624385e-5,85272/315546/50672/313575/25267/117092/311163/117279/311553/155012/289229/89805/171356/113970/24499/25690/362918/85497/24629/116557/25473/499497/363265/295062/24716/286994/24224/24326/25240/25495/25296/50677/25496/24628/29492/364706/89807/29577/89804/305081/298878/311642/25494/29146,44
BP,GO:1904427,positive regulation of calcium ion transmembrane transport,52/5901,92/18112,1.8480839747297492e-6,4.776753520566187e-5,3.306334756028373e-5,29424/29219/25297/25650/25471/686019/25505/288995/63883/171104/683667/140908/56820/192129/117087/361618/312981/25399/192249/24316/58942/498328/498174/24242/24244/50663/59326/363674/24782/362895/361110/81745/207113/24476/29155/24326/25296/89808/116506/308797/311860/83518/116600/60460/296345/25738/366274/24377/113995/24925/29716/689560,52
BP,GO:0045785,positive regulation of cell adhesion,205/5901,481/18112,1.932373842072341e-6,4.9751078098042185e-5,3.4436300294167456e-5,85272/24483/296456/24356/116479/64545/294515/311622/499342/307829/59319/305840/85471/29434/25408/25751/303068/307820/81803/25752/306873/499443/63868/316369/294503/81722/293860/362513/114483/83476/365691/366474/64665/301363/29681/24855/116680/308995/24477/25660/64202/361568/282583/361313/361103/690899/60670/117273/83805/287673/289754/56822/24205/260326/307838/50646/307098/25205/296179/317470/296409/171356/500318/24482/361069/85420/63995/81823/311144/317376/24771/369016/294797/24918/688400/289168/361391/25648/24499/303836/361840/305987/315609/116548/114031/114111/306941/360468/29645/502585/307151/114492/25622/317382/500616/25528/24493/140588/313831/60584/306229/315348/310178/25694/25651/192248/307940/312937/680419/680115/50662/309622/192270/100361294/689988/314280/311362/24716/288923/84426/292658/58853/315716/24165/298006/316539/24494/25608/24705/301348/364069/311647/501231/81517/287931/365542/360606/25614/291445/25406/24335/79128/24796/293677/84349/89808/25368/84023/60445/292401/315346/81516/301511/305012/308790/289992/299284/304021/24628/312279/24511/361833/311860/361969/84050/26955/78965/317578/308496/116562/29653/295378/64513/299909/303181/312275/155140/289257/360546/363520/89807/25404/84405/29577/363875/500464/50687/500261/89804/24699/25621/303185/315191/309620/192177/304005/291044/499593/25494/361167/364031/29142/25407/54260/25544,205
BP,GO:0051348,negative regulation of transferase activity,127/5901,276/18112,1.962192221191848e-6,5.032221373492401e-5,3.483162435652455e-5,85272/499941/24708/65172/83721/292887/25367/78969/24602/64204/116723/29417/297682/360593/293649/29477/114705/25369/313729/50686/64468/362513/116477/312781/300980/24855/360555/29644/681059/24185/299626/303885/25112/83805/81666/362778/291610/297176/24205/301119/296072/500985/297758/498003/63995/303831/85265/171136/84402/25521/114509/360584/309377/315713/140448/117186/29645/314623/24316/114906/316131/56029/140607/690898/500616/50557/64152/59314/114851/295062/117063/287873/25744/305472/81745/309757/24494/305454/64031/25099/690038/24471/25195/287931/170538/315447/64371/113984/25675/360618/25296/192126/301164/315858/50677/287005/305922/81516/25725/312279/313633/81763/29152/311860/81751/24842/367645/683722/25664/689710/306141/314979/24592/116457/314843/501841/498008/308909/25404/246273/84583/24697/497918/246297/24699/171125/292912,127
