ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0051797,regulation of hair follicle development,4/1145,20/18112,0.03415266333654381,0.14316352628951773,0.10922133521153989,64566/25273/298247/50554,4
GO:0070262,peptidyl-serine dephosphorylation,4/1145,20/18112,0.03415266333654381,0.14316352628951773,0.10922133521153989,304799/680616/117104/304488,4
GO:0106070,regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway,4/1145,20/18112,0.03415266333654381,0.14316352628951773,0.10922133521153989,63885/59075/24925/365297,4
GO:0051851,modulation by host of symbiont process,9/1145,71/18112,0.03427101151050903,0.14316352628951773,0.10922133521153989,308215/315291/309673/361825/58857/500715/24790/25151/64709,9
GO:0060350,endochondral bone morphogenesis,9/1145,71/18112,0.03427101151050903,0.14316352628951773,0.10922133521153989,499497/499431/298101/500485/445442/81647/25235/680712/140586,9
GO:0000288,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",8/1145,60/18112,0.034316100283479554,0.14316352628951773,0.10922133521153989,303477/360917/79256/170842/316098/29619/361736/305468,8
GO:0097479,synaptic vesicle localization,8/1145,60/18112,0.034316100283479554,0.14316352628951773,0.10922133521153989,116647/25595/60391/311024/24888/29219/306055/84353,8
GO:0007095,mitotic G2 DNA damage checkpoint signaling,6/1145,39/18112,0.0343237389932843,0.14316352628951773,0.10922133521153989,286993/170933/361195/298534/288257/316794,6
GO:0048048,embryonic eye morphogenesis,6/1145,39/18112,0.0343237389932843,0.14316352628951773,0.10922133521153989,314850/312781/304495/85489/78974/24790,6
GO:0048846,axon extension involved in axon guidance,6/1145,39/18112,0.0343237389932843,0.14316352628951773,0.10922133521153989,312213/64566/301346/25273/315996/361764,6
GO:0070884,regulation of calcineurin-NFAT signaling cascade,6/1145,39/18112,0.0343237389932843,0.14316352628951773,0.10922133521153989,362665/29547/64152/307820/361110/56718,6
GO:0090049,regulation of cell migration involved in sprouting angiogenesis,6/1145,39/18112,0.0343237389932843,0.14316352628951773,0.10922133521153989,361632/311332/445442/117273/303604/296072,6
GO:1902284,neuron projection extension involved in neuron projection guidance,6/1145,39/18112,0.0343237389932843,0.14316352628951773,0.10922133521153989,312213/64566/301346/25273/315996/361764,6
GO:1902624,positive regulation of neutrophil migration,6/1145,39/18112,0.0343237389932843,0.14316352628951773,0.10922133521153989,499285/24493/29681/287673/24323/64513,6
GO:2000403,positive regulation of lymphocyte migration,6/1145,39/18112,0.0343237389932843,0.14316352628951773,0.10922133521153989,499285/64566/290549/117273/54226/116477,6
GO:0050730,regulation of peptidyl-tyrosine phosphorylation,26/1145,282/18112,0.03447920627843834,0.14370873772621176,0.10963728418004955,116553/287287/310131/25172/117258/310552/25696/24498/79558/316539/192270/29577/24418/171287/56718/25235/79249/302495/24628/25454/64030/24483/54226/24514/500616/25406,26
GO:1903828,negative regulation of protein localization,22/1145,230/18112,0.03460941192578466,0.14414795239677597,0.10997236682300224,303476/25675/245921/362736/291553/64152/294331/362325/81742/316023/24888/307128/365468/25537/79121/54226/310698/81735/311349/24414/361596/24592,22
GO:0001819,positive regulation of cytokine production,42/1145,498/18112,0.03473382425352374,0.14442583828721658,0.11018436961992267,116553/100361294/313481/287287/25584/499285/24493/29434/690005/293294/64566/24654/290549/25325/266604/287673/300649/300807/306012/24498/289733/304883/85489/445442/81647/295357/83425/85471/290537/501052/363058/25537/64030/54226/24514/297480/362979/25125/291100/81507/296380/305549,42
GO:0008589,regulation of smoothened signaling pathway,11/1145,94/18112,0.03475075716280426,0.14442583828721658,0.11018436961992267,287357/300807/25273/102547219/364910/307724/683470/363286/24708/266813/311349,11
GO:1901879,regulation of protein depolymerization,11/1145,94/18112,0.03475075716280426,0.14442583828721658,0.11018436961992267,286993/306941/25595/58814/114514/315655/300838/24205/362700/360459/311349,11
GO:0052548,regulation of endopeptidase activity,39/1145,457/18112,0.03488082625029321,0.1448627161725339,0.11051766949870782,313128/293625/503018/306404/25584/311331/25385/310738/192154/245921/287357/300948/310552/24498/58834/24410/316539/100362347/445442/25505/298744/117273/64513/171287/313339/295357/308896/266680/24888/282845/500501/116549/25537/78963/54226/24514/29219/25125/25406,39
GO:0042176,regulation of protein catabolic process,35/1145,403/18112,0.03535759996746307,0.14654682955703982,0.11180250172707429,310753/300756/364952/499285/25675/64566/25325/315034/300772/299608/24881/65040/78969/291553/316539/83823/116554/361585/315655/301020/304150/290447/140586/29657/24205/116549/303016/54226/306007/683206/29219/364681/50554/311567/500616,35
GO:0006022,aminoglycan metabolic process,12/1145,106/18112,0.0353620579072361,0.14654682955703982,0.11180250172707429,306404/114002/309400/316583/299825/305571/293722/295430/25694/24628/291942/25406,12
GO:0110149,regulation of biomineralization,12/1145,106/18112,0.0353620579072361,0.14654682955703982,0.11180250172707429,499497/29263/24176/25172/313922/79558/301088/85489/140586/25312/25537/81507,12
GO:1901991,negative regulation of mitotic cell cycle phase transition,17/1145,167/18112,0.03545500517673783,0.1465481524600576,0.11180351098716798,312299/293625/286993/688405/170933/79558/291659/309035/361195/308896/58942/24205/298534/288257/24708/316794/314949,17
GO:0060840,artery development,13/1145,118/18112,0.03554442040518394,0.1465481524600576,0.11180351098716798,29146/362736/24323/311332/312652/29577/679028/361103/79428/266813/301285/24592/81507,13
GO:0003418,growth plate cartilage chondrocyte differentiation,3/1145,12/18112,0.036065391265941896,0.1465481524600576,0.11180351098716798,298101/81647/140586,3
GO:0010739,positive regulation of protein kinase A signaling,3/1145,12/18112,0.036065391265941896,0.1465481524600576,0.11180351098716798,24176/60391/83425,3
GO:0014891,striated muscle atrophy,3/1145,12/18112,0.036065391265941896,0.1465481524600576,0.11180351098716798,29152/64831/83516,3
GO:0021610,facial nerve morphogenesis,3/1145,12/18112,0.036065391265941896,0.1465481524600576,0.11180351098716798,312213/315996/303491,3
GO:0033629,negative regulation of cell adhesion mediated by integrin,3/1145,12/18112,0.036065391265941896,0.1465481524600576,0.11180351098716798,302396/313339/116477,3
GO:0035745,T-helper 2 cell cytokine production,3/1145,12/18112,0.036065391265941896,0.1465481524600576,0.11180351098716798,287287/24498/85471,3
GO:0042118,endothelial cell activation,3/1145,12/18112,0.036065391265941896,0.1465481524600576,0.11180351098716798,297099/297480/50554,3
GO:0043568,positive regulation of insulin-like growth factor receptor signaling pathway,3/1145,12/18112,0.036065391265941896,0.1465481524600576,0.11180351098716798,24881/366360/24484,3
GO:0045348,positive regulation of MHC class II biosynthetic process,3/1145,12/18112,0.036065391265941896,0.1465481524600576,0.11180351098716798,287287/25325/24514,3
GO:0051971,positive regulation of transmission of nerve impulse,3/1145,12/18112,0.036065391265941896,0.1465481524600576,0.11180351098716798,24498/64513/29335,3
GO:0060068,vagina development,3/1145,12/18112,0.036065391265941896,0.1465481524600576,0.11180351098716798,64566/84584/25149,3
GO:0060180,female mating behavior,3/1145,12/18112,0.036065391265941896,0.1465481524600576,0.11180351098716798,25154/24831/313929,3
GO:0060767,epithelial cell proliferation involved in prostate gland development,3/1145,12/18112,0.036065391265941896,0.1465481524600576,0.11180351098716798,140586/24205/84353,3
GO:0061626,pharyngeal arch artery morphogenesis,3/1145,12/18112,0.036065391265941896,0.1465481524600576,0.11180351098716798,24323/29577/81507,3
GO:0072178,nephric duct morphogenesis,3/1145,12/18112,0.036065391265941896,0.1465481524600576,0.11180351098716798,316539/171287/85471,3
GO:0072584,caveolin-mediated endocytosis,3/1145,12/18112,0.036065391265941896,0.1465481524600576,0.11180351098716798,29491/291553/116590,3
GO:0097400,interleukin-17-mediated signaling pathway,3/1145,12/18112,0.036065391265941896,0.1465481524600576,0.11180351098716798,689890/363984/304150,3
GO:0099505,regulation of presynaptic membrane potential,3/1145,12/18112,0.036065391265941896,0.1465481524600576,0.11180351098716798,25327/246153/684516,3
GO:1902513,regulation of organelle transport along microtubule,3/1145,12/18112,0.036065391265941896,0.1465481524600576,0.11180351098716798,29386/25595/303351,3
GO:1905208,negative regulation of cardiocyte differentiation,3/1145,12/18112,0.036065391265941896,0.1465481524600576,0.11180351098716798,314850/84010/50554,3
GO:1905245,regulation of aspartic-type peptidase activity,3/1145,12/18112,0.036065391265941896,0.1465481524600576,0.11180351098716798,316539/25537/54226,3
GO:1990253,cellular response to leucine starvation,3/1145,12/18112,0.036065391265941896,0.1465481524600576,0.11180351098716798,81647/56718/497198,3
GO:1990637,response to prolactin,3/1145,12/18112,0.036065391265941896,0.1465481524600576,0.11180351098716798,24498/24888/25435,3
GO:2000392,regulation of lamellipodium morphogenesis,3/1145,12/18112,0.036065391265941896,0.1465481524600576,0.11180351098716798,501841/306873/25406,3
GO:2000551,regulation of T-helper 2 cell cytokine production,3/1145,12/18112,0.036065391265941896,0.1465481524600576,0.11180351098716798,287287/24498/85471,3
GO:0044774,mitotic DNA integrity checkpoint signaling,10/1145,83/18112,0.03609436066446475,0.1465481524600576,0.11180351098716798,293625/286993/170933/65045/361195/81647/287634/298534/288257/316794,10
GO:0072384,organelle transport along microtubule,10/1145,83/18112,0.03609436066446475,0.1465481524600576,0.11180351098716798,83572/29434/29386/25595/170845/117548/303351/362700/171086/362466,10
GO:0007259,receptor signaling pathway via JAK-STAT,18/1145,180/18112,0.03622410501662122,0.1469721549451452,0.11212698805394983,24684/116553/100361294/287287/298210/25325/497961/24498/171406/266729/29577/25235/304091/64030/24514/362831/25125/500616,18
GO:1990778,protein localization to cell periphery,33/1145,377/18112,0.036530092468484425,0.14811013748046128,0.1129951698819336,303476/81732/312781/84006/360606/81802/308003/360468/362736/266688/117548/308790/78961/60391/114514/315655/316415/291352/361171/299156/24888/290537/58817/116549/290533/25537/116690/79121/64630/359728/24414/691631/685244,33
GO:0030517,negative regulation of axon extension,7/1145,50/18112,0.03670125993536948,0.14849304194059598,0.11328729272549776,81732/64566/25595/301346/315996/114523/361764,7
GO:0035196,production of miRNAs involved in gene silencing by miRNA,7/1145,50/18112,0.03670125993536948,0.14849304194059598,0.11328729272549776,298874/313481/362609/29386/500562/24498/25125,7
GO:1902041,regulation of extrinsic apoptotic signaling pathway via death domain receptors,7/1145,50/18112,0.03670125993536948,0.14849304194059598,0.11328729272549776,114208/310552/445442/24888/282845/683206/311622,7
GO:0014065,phosphatidylinositol 3-kinase signaling,15/1145,143/18112,0.036933188218121624,0.1492234452292374,0.1138445269910675,29434/361632/29681/24954/24323/680616/312372/361585/85489/140586/85471/24628/24514/305472/24592,15
GO:0051783,regulation of nuclear division,15/1145,143/18112,0.036933188218121624,0.1492234452292374,0.1138445269910675,58964/24493/64566/24654/299957/24954/315034/24323/291659/311336/24205/24628/24483/24708/314949,15
GO:0006940,regulation of smooth muscle contraction,9/1145,72/18112,0.03705919906140908,0.1496284490615724,0.1141535097360438,25154/24176/298184/24323/25505/117273/64513/24925/64030,9
GO:0051899,membrane depolarization,11/1145,95/18112,0.037149886890144264,0.1498903705935911,0.11435333311417073,24323/291553/315606/29716/25399/25665/315611/290533/304514/24414/29710,11
GO:0002067,glandular epithelial cell differentiation,8/1145,61/18112,0.03739473700090261,0.15035584697177323,0.11470845115891398,64566/25273/294395/29577/84010/60447/29657/297480,8
GO:0014072,response to isoquinoline alkaloid,8/1145,61/18112,0.03739473700090261,0.15035584697177323,0.11470845115891398,29237/29386/59075/56718/25235/117104/25248/29335,8
GO:0031113,regulation of microtubule polymerization,8/1145,61/18112,0.03739473700090261,0.15035584697177323,0.11470845115891398,29386/25595/305310/116554/114514/29431/24205/29219,8
GO:0048255,mRNA stabilization,8/1145,61/18112,0.03739473700090261,0.15035584697177323,0.11470845115891398,303477/79256/689890/363984/56718/499022/305468/363854,8
GO:0060038,cardiac muscle cell proliferation,8/1145,61/18112,0.03739473700090261,0.15035584697177323,0.11470845115891398,499497/314930/24205/679028/116590/297480/304514/81507,8
GO:0048771,tissue remodeling,21/1145,219/18112,0.03744088448582076,0.15043721475756078,0.1147705277117711,499497/286994/81732/312781/24176/499285/24493/25094/29146/24498/311332/58954/361400/291567/29153/679028/25537/689984/24592/25341/84353,21
GO:2001243,negative regulation of intrinsic apoptotic signaling pathway,12/1145,107/18112,0.03763404575494288,0.15110876186251615,0.11528285982150371,303348/310738/361712/310552/116490/308896/24888/171116/296758/306007/60430/25406,12
GO:1903076,regulation of protein localization to plasma membrane,13/1145,119/18112,0.037691899176479145,0.1512364662188237,0.11538028715282016,303476/81732/84006/360606/81802/308003/362736/60391/24888/290537/116549/79121/24414,13
GO:0032369,negative regulation of lipid transport,5/1145,30/18112,0.038144337499499824,0.1526299266175713,0.11644337639950328,299691/170917/445442/27080/24484,5
GO:0060037,pharyngeal system development,5/1145,30/18112,0.038144337499499824,0.1526299266175713,0.11644337639950328,24323/79558/29577/85471/81507,5
GO:0071372,cellular response to follicle-stimulating hormone stimulus,5/1145,30/18112,0.038144337499499824,0.1526299266175713,0.11644337639950328,25154/25172/24323/64513/83516,5
GO:1903649,regulation of cytoplasmic transport,5/1145,30/18112,0.038144337499499824,0.1526299266175713,0.11644337639950328,29386/25595/116554/315655/116590,5
GO:0010613,positive regulation of cardiac muscle hypertrophy,6/1145,40/18112,0.038301483036643914,0.1530477704822812,0.1167621549738817,499497/24413/24323/56718/24925/25537,6
GO:1902692,regulation of neuroblast proliferation,6/1145,40/18112,0.038301483036643914,0.1530477704822812,0.1167621549738817,24225/25273/116554/78974/24592/84353,6
GO:0010469,regulation of signaling receptor activity,17/1145,169/18112,0.03905178590431633,0.15593856187101832,0.1189675777060473,499497/24176/303803/116647/25325/24323/65040/171548/60391/79146/499263/54226/24514/83516/286930/362466/500616,17
GO:0001894,tissue homeostasis,27/1145,299/18112,0.03952939411139571,0.15745834851554932,0.12012704290542119,303915/314859/312781/24176/499285/498392/25172/29547/25273/24498/363126/313098/287707/314981/315606/362591/680712/291567/140586/84360/24525/365023/689984/24708/24592/25341/84353,27
GO:0007565,female pregnancy,27/1145,299/18112,0.03952939411139571,0.15745834851554932,0.12012704290542119,24413/287287/25154/113984/313262/24176/360606/306459/361920/245921/29681/25446/25697/360468/171406/170567/60447/56718/116548/24525/25248/116590/24483/24790/312670/29642/24484,27
GO:0007368,determination of left/right symmetry,14/1145,132/18112,0.03954086671299878,0.15745834851554932,0.12012704290542119,499497/29263/312781/363111/64566/59112/25273/79558/363126/500485/84010/307724/364899/116548,14
GO:1903313,positive regulation of mRNA metabolic process,14/1145,132/18112,0.03954086671299878,0.15745834851554932,0.12012704290542119,303477/313481/362609/360917/79256/361920/170842/293056/316098/29619/499022/361736/305468/25537,14
GO:0051492,regulation of stress fiber assembly,11/1145,96/18112,0.03966249960737206,0.1578344569708034,0.12041398098757018,306941/301709/60445/58834/114514/287418/117273/56718/308516/29431/25537,11
GO:0051896,regulation of protein kinase B signaling,18/1145,182/18112,0.03973227733671281,0.15789568940243295,0.12046069601418459,25584/499285/500562/310131/29491/29681/24954/361514/315673/24498/60391/306141/445442/366360/56718/29152/85471/24483,18
GO:0110148,biomineralization,18/1145,182/18112,0.03973227733671281,0.15789568940243295,0.12046069601418459,499497/286994/29263/24176/84352/25172/313922/79558/500485/81826/301088/500863/85489/363216/140586/25312/25537/81507,18
GO:0044070,regulation of anion transport,13/1145,120/18112,0.039929959620532585,0.1583327255132874,0.12079411660531092,24413/24493/25569/24323/289733/24410/170917/24418/79434/56718/79212/29219/24414,13
GO:0000271,polysaccharide biosynthetic process,9/1145,73/18112,0.03999838767867441,0.1583327255132874,0.12079411660531092,24954/114002/316583/305571/295430/56718/25694/24628/24483,9
GO:0010633,negative regulation of epithelial cell migration,9/1145,73/18112,0.03999838767867441,0.1583327255132874,0.12079411660531092,499497/287287/113984/29386/501841/311332/445442/117273/296072,9
GO:0031103,axon regeneration,9/1145,73/18112,0.03999838767867441,0.1583327255132874,0.12079411660531092,310753/170845/316539/89828/64366/114107/24514/81735/361092,9
GO:0007494,midgut development,4/1145,21/18112,0.040142227343361876,0.1583327255132874,0.12079411660531092,64566/25273/266729/84353,4
GO:0010310,regulation of hydrogen peroxide metabolic process,4/1145,21/18112,0.040142227343361876,0.1583327255132874,0.12079411660531092,24954/29219/287478/25125,4
GO:0035584,calcium-mediated signaling using intracellular calcium source,4/1145,21/18112,0.040142227343361876,0.1583327255132874,0.12079411660531092,29547/117242/24418/361110,4
GO:0035729,cellular response to hepatocyte growth factor stimulus,4/1145,21/18112,0.040142227343361876,0.1583327255132874,0.12079411660531092,25325/24498/294809/290537,4
GO:0140747,regulation of ncRNA transcription,4/1145,21/18112,0.040142227343361876,0.1583327255132874,0.12079411660531092,246284/361825/56718/303745,4
GO:1901550,regulation of endothelial cell development,4/1145,21/18112,0.040142227343361876,0.1583327255132874,0.12079411660531092,287287/298184/24654/25537,4
GO:1903140,regulation of establishment of endothelial barrier,4/1145,21/18112,0.040142227343361876,0.1583327255132874,0.12079411660531092,287287/298184/24654/25537,4
GO:0019228,neuronal action potential,7/1145,51/18112,0.04031122217510829,0.15846103991108917,0.12089200934529859,25505/64513/56718/25665/684516/29710/29335,7
GO:0038202,TORC1 signaling,7/1145,51/18112,0.04031122217510829,0.15846103991108917,0.12089200934529859,293561/56718/295357/500843/689984/287478/500034,7
GO:0046189,phenol-containing compound biosynthetic process,7/1145,51/18112,0.04031122217510829,0.15846103991108917,0.12089200934529859,64566/83823/85471/290537/54278/29219/287478,7
GO:0071398,cellular response to fatty acid,7/1145,51/18112,0.04031122217510829,0.15846103991108917,0.12089200934529859,24654/24323/29577/252900/312670/83516/297480,7
GO:1904407,positive regulation of nitric oxide metabolic process,7/1145,51/18112,0.04031122217510829,0.15846103991108917,0.12089200934529859,24954/24498/83784/24604/56718/54226/24514,7
GO:0010972,negative regulation of G2/M transition of mitotic cell cycle,8/1145,62/18112,0.04065340097945326,0.1595900243993953,0.12175332644499437,286993/170933/361195/308896/298534/288257/316794/314949,8
GO:2000142,"regulation of DNA-templated transcription, initiation",8/1145,62/18112,0.04065340097945326,0.1595900243993953,0.12175332644499437,83830/25094/317343/294018/679693/85489/291773/192269,8
GO:0007160,cell-matrix adhesion,22/1145,234/18112,0.04070250815402284,0.15967483942044366,0.12181803293892471,307376/499431/302396/360606/25600/60445/29146/60378/501841/360468/58834/25167/679906/294809/445442/114514/117273/313339/54308/116548/24592/84353,22
GO:0061515,myeloid cell development,10/1145,85/18112,0.041532528911069524,0.16271110854093768,0.12413444254405895,83572/25172/691992/300838/64521/79249/314205/64030/54226/297480,10
GO:1903201,regulation of oxidative stress-induced cell death,10/1145,85/18112,0.041532528911069524,0.16271110854093768,0.12413444254405895,25325/60445/24881/64513/117520/54226/64045/297480/60430/84353,10
GO:0009746,response to hexose,28/1145,314/18112,0.0418695957274052,0.1639210200898952,0.1250574999616149,499497/503018/500562/25675/308003/245921/29573/24954/25697/291409/54234/25569/60391/445442/294395/79434/117273/361825/29716/81742/171116/309135/84395/312670/64045/83516/50554/29335,28
GO:0031398,positive regulation of protein ubiquitination,13/1145,121/18112,0.04226023598328273,0.16533890169739862,0.12613922046932455,360928/310738/299691/313216/116554/361585/25639/309035/361195/290447/688913/78973/305549,13
GO:0009913,epidermal cell differentiation,22/1145,235/18112,0.04234179007078136,0.16551168454054124,0.12627103877052734,312299/83572/24493/298894/499174/64566/25446/84584/266604/29146/307855/29147/314423/29577/84010/313993/298506/679028/83626/25537/290467/311622,22
GO:0016050,vesicle organization,27/1145,301/18112,0.04237509741139538,0.16551168454054124,0.12627103877052734,83572/89868/84006/25385/81802/306548/501841/252853/266688/314764/289733/60568/25716/78961/64152/313210/58857/84360/303292/58817/64630/295378/685144/29219/171050/293343/296380,27
GO:0014002,astrocyte development,6/1145,41/18112,0.042560961939205666,0.16551168454054124,0.12627103877052734,25273/84010/64521/24525/54226/24592,6
GO:0014742,positive regulation of muscle hypertrophy,6/1145,41/18112,0.042560961939205666,0.16551168454054124,0.12627103877052734,499497/24413/24323/56718/24925/25537,6
GO:0031112,positive regulation of microtubule polymerization or depolymerization,6/1145,41/18112,0.042560961939205666,0.16551168454054124,0.12627103877052734,29386/305310/116554/29431/24205/362700,6
GO:0048520,positive regulation of behavior,6/1145,41/18112,0.042560961939205666,0.16551168454054124,0.12627103877052734,499497/29237/116647/24604/56718/29335,6
GO:0060603,mammary gland duct morphogenesis,6/1145,41/18112,0.042560961939205666,0.16551168454054124,0.12627103877052734,24413/25154/312781/64566/84584/114523,6
GO:1904031,positive regulation of cyclin-dependent protein kinase activity,6/1145,41/18112,0.042560961939205666,0.16551168454054124,0.12627103877052734,64033/498709/361261/315291/500715/24628,6
GO:1904037,positive regulation of epithelial cell apoptotic process,6/1145,41/18112,0.042560961939205666,0.16551168454054124,0.12627103877052734,84006/25385/445442/312510/24514/83516,6
GO:0070371,ERK1 and ERK2 cascade,31/1145,355/18112,0.042786144565654466,0.16627600759584327,0.12685415087174948,314850/24493/29434/310738/308113/25675/315673/24498/24323/316539/308944/301088/116499/60391/304883/306141/24604/171287/25149/140586/83425/298859/171337/116590/24628/54226/60587/293847/50554/296072/25406,31
GO:0090398,cellular senescence,9/1145,74/18112,0.043091447313932524,0.16676301829337478,0.12722569773166073,303476/299957/85489/64513/29657/24525/171116/303604/81507,9
GO:0002902,regulation of B cell apoptotic process,5/1145,31/18112,0.043198687480750196,0.16676301829337478,0.12722569773166073,25325/363229/100362347/297480/25406,5
GO:0006929,substrate-dependent cell migration,5/1145,31/18112,0.043198687480750196,0.16676301829337478,0.12722569773166073,499285/304883/114523/24628/311622,5
GO:0010592,positive regulation of lamellipodium assembly,5/1145,31/18112,0.043198687480750196,0.16676301829337478,0.12722569773166073,81732/24881/56718/29152/308666,5
GO:0034390,smooth muscle cell apoptotic process,5/1145,31/18112,0.043198687480750196,0.16676301829337478,0.12722569773166073,312781/60378/24323/679028/311622,5
GO:0034391,regulation of smooth muscle cell apoptotic process,5/1145,31/18112,0.043198687480750196,0.16676301829337478,0.12722569773166073,312781/60378/24323/679028/311622,5
GO:0070977,bone maturation,5/1145,31/18112,0.043198687480750196,0.16676301829337478,0.12722569773166073,313922/353227/294809/117273/302705,5
GO:0071875,adrenergic receptor signaling pathway,5/1145,31/18112,0.043198687480750196,0.16676301829337478,0.12722569773166073,25645/24176/298184/24925/365297,5
GO:0072337,modified amino acid transport,5/1145,31/18112,0.043198687480750196,0.16676301829337478,0.12722569773166073,315023/116721/287478/29642/50690,5
GO:1905207,regulation of cardiocyte differentiation,5/1145,31/18112,0.043198687480750196,0.16676301829337478,0.12722569773166073,314850/499497/84010/304514/50554,5
GO:0050670,regulation of lymphocyte proliferation,23/1145,249/18112,0.04385113704925921,0.16876846725153677,0.12875568109115193,499497/116553/100361294/287287/303348/24493/290549/25325/300649/24498/363229/29577/85384/64513/293135/24483/295378/24514/63835/311567/25406/84353/305549,23
GO:0060048,cardiac muscle contraction,14/1145,134/18112,0.044011181686032526,0.16876846725153677,0.12875568109115193,24242/24244/50663/689890/291553/100310845/303200/56718/29716/29693/25399/24925/25665/315611,14
GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,22/1145,236/18112,0.044028854264328926,0.16876846725153677,0.12875568109115193,25645/24176/266735/24323/24416/171447/63885/24418/59075/313210/29716/83425/25324/24611/24925/25248/60590/25339/54226/24414/365297/29335,22
GO:0031348,negative regulation of defense response,22/1145,236/18112,0.044028854264328926,0.16876846725153677,0.12875568109115193,116553/289335/287287/24176/361920/29681/25325/300807/360668/60568/64357/24604/85471/362434/362615/24483/363286/683206/24708/311567/500616/25406,22
GO:0071453,cellular response to oxygen levels,22/1145,236/18112,0.044028854264328926,0.16876846725153677,0.12875568109115193,309434/304127/360949/24176/499285/60445/300807/25696/24323/293056/316539/315141/85489/81647/56718/24888/679028/171116/25537/25435/64831/83516,22
GO:0097191,extrinsic apoptotic signaling pathway,22/1145,236/18112,0.044028854264328926,0.16876846725153677,0.12875568109115193,313128/293625/287287/114208/24493/25385/310738/25172/310552/79558/445442/24888/282845/25537/683470/683206/24514/301575/60430/311622/312927/24592,22
GO:0035264,multicellular organism growth,20/1145,210/18112,0.04404971164059036,0.16876846725153677,0.12875568109115193,25645/360230/24176/297804/84584/83589/25273/246284/304883/29358/78974/56718/25235/24925/365023/24483/54226/83526/290467/25125,20
GO:0050891,multicellular organismal water homeostasis,8/1145,63/18112,0.044095410145801255,0.16876846725153677,0.12875568109115193,498345/307855/303504/313993/298555/25694/83626/301285,8
GO:0007617,mating behavior,7/1145,52/18112,0.044144725844940794,0.16876846725153677,0.12875568109115193,29263/25154/24831/25505/25248/54226/313929,7
GO:0021879,forebrain neuron differentiation,7/1145,52/18112,0.044144725844940794,0.16876846725153677,0.12875568109115193,84394/314423/29577/680427/361103/365963/310698,7
GO:0045581,negative regulation of T cell differentiation,7/1145,52/18112,0.044144725844940794,0.16876846725153677,0.12875568109115193,287287/499745/361391/312478/63835/500616/25406,7
GO:0098781,ncRNA transcription,7/1145,52/18112,0.044144725844940794,0.16876846725153677,0.12875568109115193,246284/361825/56718/306665/303745/288447/361217,7
GO:0008585,female gonad development,16/1145,159/18112,0.04417316339831767,0.16876846725153677,0.12875568109115193,25154/314930/113984/245921/64033/24954/361585/300339/25149/286936/24888/289048/365963/64030/50554/499156,16
GO:0045913,positive regulation of carbohydrate metabolic process,10/1145,86/18112,0.04445094745541613,0.16876846725153677,0.12875568109115193,360993/24954/60336/314388/25694/252900/24628/24483/54226/29219,10
GO:0002328,pro-B cell differentiation,3/1145,13/18112,0.044735561677594744,0.16876846725153677,0.12875568109115193,100362347/29577/85384,3
GO:0010040,response to iron(II) ion,3/1145,13/18112,0.044735561677594744,0.16876846725153677,0.12875568109115193,64513/64831/29219,3
GO:0021604,cranial nerve structural organization,3/1145,13/18112,0.044735561677594744,0.16876846725153677,0.12875568109115193,312213/315996/303491,3
GO:0021670,lateral ventricle development,3/1145,13/18112,0.044735561677594744,0.16876846725153677,0.12875568109115193,304495/292732/307724,3
GO:0021860,pyramidal neuron development,3/1145,13/18112,0.044735561677594744,0.16876846725153677,0.12875568109115193,84394/361103/310698,3
GO:0031223,auditory behavior,3/1145,13/18112,0.044735561677594744,0.16876846725153677,0.12875568109115193,60391/304883/290467,3
GO:0033148,positive regulation of intracellular estrogen receptor signaling pathway,3/1145,13/18112,0.044735561677594744,0.16876846725153677,0.12875568109115193,84584/100362634/29431,3
GO:0034699,response to luteinizing hormone,3/1145,13/18112,0.044735561677594744,0.16876846725153677,0.12875568109115193,25154/24323/116548,3
GO:0044752,response to human chorionic gonadotropin,3/1145,13/18112,0.044735561677594744,0.16876846725153677,0.12875568109115193,24323/25149/24628,3
GO:0051549,positive regulation of keratinocyte migration,3/1145,13/18112,0.044735561677594744,0.16876846725153677,0.12875568109115193,56718/25694/79121,3
GO:0060213,positive regulation of nuclear-transcribed mRNA poly(A) tail shortening,3/1145,13/18112,0.044735561677594744,0.16876846725153677,0.12875568109115193,170842/29619/305468,3
GO:0061418,regulation of transcription from RNA polymerase II promoter in response to hypoxia,3/1145,13/18112,0.044735561677594744,0.16876846725153677,0.12875568109115193,309434/304127/679028,3
GO:0071863,regulation of cell proliferation in bone marrow,3/1145,13/18112,0.044735561677594744,0.16876846725153677,0.12875568109115193,499497/24498/303604,3
GO:0097398,cellular response to interleukin-17,3/1145,13/18112,0.044735561677594744,0.16876846725153677,0.12875568109115193,689890/363984/304150,3
GO:0098908,regulation of neuronal action potential,3/1145,13/18112,0.044735561677594744,0.16876846725153677,0.12875568109115193,64513/684516/29335,3
GO:1900112,regulation of histone H3-K9 trimethylation,3/1145,13/18112,0.044735561677594744,0.16876846725153677,0.12875568109115193,29386/246284/361825,3
GO:1900152,"negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",3/1145,13/18112,0.044735561677594744,0.16876846725153677,0.12875568109115193,303477/79256/170842,3
